Current Unix Time (s),Milliseconds (ms),ADCS State,Attitude Estimation Mode,Control Mode,CubeControl Signal Enabled,CubeControl Motor Enabled,CubeSense Enabled,GPS Receiver Enabled,GPS LNA Power Enabled,Motor Driver Enabled,Magnetometer Deployment Enabled,Configuration Load Error,Orbit Parameters Load Error,CubeSense Communications Error,CubeControl Signal Communications Error,CubeControl Motor Communications Error,CubeSense Node Identification Error,CubeControl Signal Identification Error,CubeControl Motor Identification Error,Magnetometer Deployment Power Error,1s Control Loop Time Exceeded,Magnetometer Range Error,Sun Sensor Overcurrent Detected,Sun Sensor Busy Error,Sun Sensor Detection Error,Wheel Control Error,Nadir Sensor Overcurrent Detected,Nadir Sensor Busy Error,Nadir Sensor Detection Error,Estimation Error,Rate Sensor Range Error,Wheel Speed Range Error,Coarse Sun Sensor Error,Orbit Parameters are Invalid,Configuration is Invalid,Control Mode Change is not allowed,Estimator Change is not allowed,Modelled and measured magnetic field differs in size,SRAM Latch-up Error,SD Card Error,Node Recovery Error,Steady-State Y-Thomson detected,TRIAD and EKF reports same attitude,Sun is Above Local Horizon,Estimated Roll Angle (deg),Estimated Pitch Angle (deg),Estimated Yaw Angle (deg),Estimated X Anglular Rate (deg/s),Estimated Y Anglular Rate (deg/s),Estimated Z Anglular Rate (deg/s),Nadir X,Nadir Y,Nadir Z,X Angular Rate (deg/s),Y Angular Rate (deg/s),Z Angular Rate (deg/s),Nadir centroid X (deg),Nadir centroid Y (deg),Busy Status,Detection result,Sun centroid X (deg),Sun centroid Y (deg),Busy Status,Detection result,CSS1,CSS2,CSS3,CSS4,CSS5,CSS6,MagX,MagY,MagZ,CubeSense 3V3 Current (mA),CubeSense Nadir SRAM Current (mA),CubeSense Sun SRAM Current (mA),ARM CPU Temperature (C),CubeControl 3V3 Current (mA),CubeControl 5V Current (mA),CubeControl Vbat Current (mA),Magnetorquer Current (mA),Momentum Wheel Current (mA),Rate Sensor Temperature (C),Magnetometer Temperature (C)
1420251735,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.03,0,0,0,0,0,0,0.56,0,0,204.84,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,20365,-12408,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.95,10,0
1420251736,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.05,0,0,0,0,0,0,0.56,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,4,3,3,0,20474,-12426,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,10,0
1420251737,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.04,0,0,0,0,0,0,0.57,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,20565,-12460,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.3,3.95,10,0
1420251738,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.05,0,0,0,0,0,0,0.58,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,20680,-12498,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251739,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.04,0,0,0,0,0,0,0.58,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,4,3,3,0,20779,-12547,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251740,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.05,0,0,0,0,0,0,0.57,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,20902,-12573,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251741,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.06,0,0,0,0,0,0,0.57,0,0,204.84,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21019,-12607,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5,3.95,10,0
1420251742,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.06,0,0,0,0,0,0,0.57,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21152,-12648,11.6,0,0,6,50.29296875,11.23046875,14.6484375,5,3.91,10,0
1420251743,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.06,0,0,0,0,0,0,0.57,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21256,-12672,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251744,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.06,0,0,0,0,0,0,0.58,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21380,-12718,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5,3.91,10,0
1420251745,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.08,0,0,0,0,0,0,0.57,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21531,-12736,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5,3.91,10,0
1420251746,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.07,0,0,0,0,0,0,0.57,0,0,39.9,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21661,-12783,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251747,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.08,0,0,0,0,0,0,0.57,0,0,13.52,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21797,-12809,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5,3.91,10,0
1420251748,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.08,0,0,0,0,0,0,0.57,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,21944,-12849,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251749,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.09,0,0,0,0,0,0,0.58,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,22092,-12882,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5,3.91,10,0
1420251750,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.09,0,0,0,0,0,0,0.58,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,22237,-12911,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.6,3.91,10,0
1420251751,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.09,0,0,0,0,0,0,0.57,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,22398,-12947,10.3,0,0,6,50.29296875,11.23046875,14.16015625,5.2,3.91,10,0
1420251752,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.1,0,0,0,0,0,0,0.55,0,0,39.75,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,22552,-12964,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5.2,3.91,10,0
1420251753,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.1,0,0,0,0,0,0,0.55,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,22719,-13008,11.6,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251754,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.1,0,0,0,0,0,0,0.56,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,22872,-13033,11.6,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251755,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.12,0,0,0,0,0,0,0.58,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23058,-13048,10.3,0,0,6,50.29296875,11.23046875,14.6484375,4.9,3.95,10,0
1420251756,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.11,0,0,0,0,0,0,0.59,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,4,3,3,0,23210,-13087,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251757,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.13,0,0,0,0,0,0,0.59,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23389,-13093,11.6,0,0,6,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251758,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.12,0,0,0,0,0,0,0.58,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23558,-13134,10.3,0,0,6,50.78125,11.23046875,14.6484375,5,3.91,10,0
1420251759,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.13,0,0,0,0,0,0,0.59,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,4,3,0,23737,-13149,11.6,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251760,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.14,0,0,0,0,0,0,0.59,0,0,14.78,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23937,-13167,10.3,0,0,6,50.29296875,12.6953125,14.6484375,5.1,3.91,10,0
1420251761,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.14,0,0,0,0,0,0,0.59,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24113,-13183,10.3,0,0,6,50.29296875,12.6953125,14.6484375,5,3.91,10,0
1420251762,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.14,0,0,0,0,0,0,0.6,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24297,-13198,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.2,3.91,10,0
1420251763,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.15,0,0,0,0,0,0,0.6,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24491,-13203,10.3,0,0,7,50.78125,11.23046875,14.6484375,4.9,3.95,10,0
1420251764,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.14,0,0,0,0,0,0,0.6,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24676,-13233,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5.2,3.91,10,0
1420251765,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.16,0,0,0,0,0,0,0.6,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24887,-13232,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,10,0
1420251766,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.15,0,0,0,0,0,0,0.6,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25078,-13254,10.3,0,0,6,50.29296875,11.23046875,14.6484375,4.9,3.91,10,0
1420251767,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.16,0,0,0,0,0,0,0.6,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25275,-13260,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251768,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.17,0,0,0,0,0,0,0.6,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,4,3,0,25487,-13257,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251769,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.17,0,0,0,0,0,0,0.61,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25690,-13262,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5,3.95,10,0
1420251770,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.18,0,0,0,0,0,0,0.61,0,0,39.75,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25890,-13250,10.3,0,0,6,50.29296875,11.23046875,14.6484375,5.1,3.91,10,0
1420251771,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.18,0,0,0,0,0,0,0.61,0,0,13.52,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,4,3,0,26111,-13252,10.3,0,0,6,50.29296875,11.23046875,14.6484375,4.9,3.91,10,0
