Current Unix Time (s),Milliseconds (ms),ADCS State,Attitude Estimation Mode,Control Mode,CubeControl Signal Enabled,CubeControl Motor Enabled,CubeSense Enabled,GPS Receiver Enabled,GPS LNA Power Enabled,Motor Driver Enabled,Magnetometer Deployment Enabled,Configuration Load Error,Orbit Parameters Load Error,CubeSense Communications Error,CubeControl Signal Communications Error,CubeControl Motor Communications Error,CubeSense Node Identification Error,CubeControl Signal Identification Error,CubeControl Motor Identification Error,Magnetometer Deployment Power Error,1s Control Loop Time Exceeded,Magnetometer Range Error,Sun Sensor Overcurrent Detected,Sun Sensor Busy Error,Sun Sensor Detection Error,Wheel Control Error,Nadir Sensor Overcurrent Detected,Nadir Sensor Busy Error,Nadir Sensor Detection Error,Estimation Error,Rate Sensor Range Error,Wheel Speed Range Error,Coarse Sun Sensor Error,Orbit Parameters are Invalid,Configuration is Invalid,Control Mode Change is not allowed,Estimator Change is not allowed,Modelled and measured magnetic field differs in size,SRAM Latch-up Error,SD Card Error,Node Recovery Error,Steady-State Y-Thomson detected,TRIAD and EKF reports same attitude,Sun is Above Local Horizon,Estimated Roll Angle (deg),Estimated Pitch Angle (deg),Estimated Yaw Angle (deg),Estimated X Anglular Rate (deg/s),Estimated Y Anglular Rate (deg/s),Estimated Z Anglular Rate (deg/s),Nadir X,Nadir Y,Nadir Z,X Angular Rate (deg/s),Y Angular Rate (deg/s),Z Angular Rate (deg/s),Nadir centroid X (deg),Nadir centroid Y (deg),Busy Status,Detection result,Sun centroid X (deg),Sun centroid Y (deg),Busy Status,Detection result,CSS1,CSS2,CSS3,CSS4,CSS5,CSS6,MagX,MagY,MagZ,CubeSense 3V3 Current (mA),CubeSense Nadir SRAM Current (mA),CubeSense Sun SRAM Current (mA),ARM CPU Temperature (C),CubeControl 3V3 Current (mA),CubeControl 5V Current (mA),CubeControl Vbat Current (mA),Magnetorquer Current (mA),Momentum Wheel Current (mA),Rate Sensor Temperature (C),Magnetometer Temperature (C)
1420251645,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.27,0,0,0,0,0,0,0.46,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,27486,-11194,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,11,0
1420251646,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.26,0,0,0,0,0,0,0.47,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,27274,-11242,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.95,11,0
1420251647,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.26,0,0,0,0,0,0,0.47,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,4,3,3,0,27037,-11303,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,11,0
1420251648,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.26,0,0,0,0,0,0,0.47,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,4,0,26829,-11350,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5,3.95,11,0
1420251649,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.25,0,0,0,0,0,0,0.48,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,26623,-11394,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5,3.91,11,0
1420251650,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.25,0,0,0,0,0,0,0.48,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,26398,-11439,11.6,0,0,7,50.29296875,11.23046875,14.6484375,5,3.91,11,0
1420251651,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.25,0,0,0,0,0,0,0.49,0,0,204.84,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,4,3,3,0,26180,-11482,10.3,0,0,8,50.29296875,11.23046875,14.6484375,4.9,3.95,11,0
1420251652,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.24,0,0,0,0,0,0,0.49,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25972,-11512,11.6,0,0,7,50.29296875,11.23046875,14.6484375,5.2,3.91,11,0
1420251653,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.24,0,0,0,0,0,0,0.49,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25758,-11553,11.6,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,11,0
1420251654,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.24,0,0,0,0,0,0,0.49,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25554,-11593,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.95,11,0
1420251655,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.24,0,0,0,0,0,0,0.49,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,4,3,3,0,25345,-11620,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,11,0
1420251656,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.23,0,0,0,0,0,0,0.5,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,25148,-11651,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5,3.91,11,0
1420251657,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.22,0,0,0,0,0,0,0.5,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,4,3,0,24945,-11655,11.6,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,11,0
1420251658,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.22,0,0,0,0,0,0,0.5,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24744,-11690,10.3,0,0,8,50.29296875,11.23046875,14.6484375,4.9,3.91,11,0
1420251659,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.53,0,0,0,0,0,0,0.5,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,9,12,8,4,9,9,0,25050,-12568,10.3,0,0,7,51.26953125,1.46484375,9.27734375,4.7,3.99,11,0
1420251660,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.13,0,0,0,0,0,0,0.49,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24359,-11729,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.8,3.91,11,0
1420251661,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.15,0,0,0,0,0,0,0.48,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,24151,-11736,10.3,0,0,8,50.29296875,11.23046875,14.6484375,5.1,3.91,11,0
1420251662,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.16,0,0,0,0,0,0,0.48,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23975,-11747,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,11,0
1420251663,437,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.18,0,0,0,0,0,0,0.51,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23771,-11773,11.6,0,0,7,50.29296875,11.23046875,14.6484375,5,3.91,11,0
1420251664,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.18,0,0,0,0,0,0,0.53,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23608,-11778,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5,3.95,11,0
1420251665,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.18,0,0,0,0,0,0,0.53,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23427,-11790,10.3,0,0,7,50.29296875,11.23046875,14.6484375,5,3.91,11,0
1420251666,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.18,0,0,0,0,0,0,0.52,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23252,-11788,10.3,0,0,7,50.29296875,11.23046875,14.6484375,4.9,3.91,11,0
1420251667,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.17,0,0,0,0,0,0,0.52,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,23078,-11789,11.6,0,0,8,50.29296875,11.23046875,14.6484375,5,3.91,11,0
1420251668,433,Enabled,MagnetometerRate,None,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-0.18,0,0,0,0,0,0,0.53,0,0,0,Idle,NotEnoughEdges,0,0,Idle,SunNotFound,3,3,3,3,3,3,0,22904,-11803,11.6,0,0,7,50.29296875,11.23046875,14.6484375,5.1,3.91,11,0
